frame_number,landmark,x,y,z,stride_length,cadence,knee_angle
9.0,pose_0,0.9142910242080688,0.2851457595825195,-0.0770631283521652,0.025570875192245206,0.678,117.41729415572313
9.0,pose_1,0.9185777902603148,0.2711167931556701,-0.0969045087695121,0.0036815394563446987,0.678,177.26144421455322
9.0,pose_2,0.9201370477676392,0.270154595375061,-0.0969366952776908,0.03133885136055707,0.678,79.90521574467859
9.0,pose_3,0.9216635823249816,0.2691096067428589,-0.0969576388597488,0.031496458437770464,0.678,82.11500110055613
9.0,pose_4,0.9168988466262816,0.2713335752487182,-0.0657878965139389,0.001993398666934422,0.678,175.70248321898467
9.0,pose_5,0.9173668026924132,0.270534336566925,-0.0657881870865821,0.08019436000707846,0.678,97.82042489441014
9.0,pose_6,0.9178506731987,0.2695828080177307,-0.0658376812934875,0.06138048317158101,0.678,9.316885104399729
9.0,pose_7,0.933487594127655,0.2693860232830047,-0.1443371325731277,0.060076691795593704,0.678,17.554299857983693
9.0,pose_8,0.928756833076477,0.2701841294765472,-0.0054368716664612,0.05280033445869443,0.678,18.6073937952713
9.0,pose_9,0.9210874438285828,0.2945183515548706,-0.0911975875496864,0.13069356588557432,0.678,16.24454542344146
9.0,pose_10,0.9188226461410522,0.2951595187187195,-0.0508837327361106,0.14767886130243704,0.678,16.7569433229763
9.0,pose_11,0.9569582939147948,0.3298675119876861,-0.2117982804775238,0.09784875715699592,0.678,15.467629911448219
9.0,pose_12,0.9415157437324524,0.3369340002536773,0.0889338701963424,0.09991291465404588,0.678,14.76525500684289
9.0,pose_13,0.9626191854476928,0.4213208854198456,-0.2461292296648025,0.09383044874440104,0.678,14.21478209582584
9.0,pose_14,0.9443380236625672,0.4255267977714538,0.1350418031215667,0.09053481995253676,0.678,10.281294438219447
9.0,pose_15,0.9385806322097778,0.5083650350570679,-0.2206416428089141,0.02910509492129649,0.678,2.910920009059869
9.0,pose_16,0.9225860834121704,0.489599198102951,0.0748908743262291,0.019953356056836787,0.678,3.5626217310252
9.0,pose_17,0.9248936772346495,0.5163009762763977,-0.2450710237026214,0.00736127625068797,0.678,0.8417159709145033
9.0,pose_18,0.9127402305603028,0.5069538354873657,0.074780598282814,0.031573066571041676,0.678,0.2895664781079263
9.0,pose_19,0.9200800061225892,0.5156999826431274,-0.2395342588424682,0.02458443353992405,0.678,1.6432276575002323
9.0,pose_20,0.9120610356330872,0.5076284408569336,0.0432220473885536,0.016781763880035015,0.678,1.0986488605005789
9.0,pose_21,0.9242389798164368,0.5093587636947632,-0.2161486595869064,0.12434252004681666,0.678,10.28589103633792
9.0,pose_22,0.9150344133377076,0.5037714838981628,0.0592816397547721,0.04387194048953087,0.678,10.21544015176188
9.0,pose_23,0.94807231426239,0.5097222924232483,-0.094112180173397,0.12036274818907057,0.678,34.29810871358017
9.0,pose_24,0.9416159391403198,0.5051478147506714,0.0941567793488502,0.10920475709130903,0.678,30.480554308048795
9.0,pose_25,0.9142132997512816,0.6242921948432922,-0.0794665068387985,0.1412352372547906,0.678,41.56439426620913
9.0,pose_26,0.9231297373771667,0.6094319820404053,0.1207791715860366,0.13675600035709318,0.678,40.85946499316841
9.0,pose_27,0.94098961353302,0.7483938932418823,-0.0175860598683357,0.022263458539648864,0.678,6.552825204853813
9.0,pose_28,0.9398990869522096,0.7331249713897705,0.1766454130411148,0.022203408558178872,0.678,6.546921721371925
9.0,pose_29,0.9514123797416688,0.7678373456001282,-0.0145894465968012,0.07971444144875792,0.678,12.778285283133705
9.0,pose_30,0.9475658535957336,0.7538577914237976,0.178734004497528,0.06473462847965607,0.678,10.417368007382976
9.0,pose_31,0.8961130380630493,0.7665749788284302,-0.0719896331429481,0.4833022624867395,0.678,70.75872881143714
9.0,pose_32,0.9003421664237976,0.7547757029533386,0.1344660371541977,0.5311050128810018,0.678,149.6237292501936
10.0,pose_0,0.903944969177246,0.2834610044956207,-0.0610066652297973,0.0248502580746623,0.678,114.8719986807079
10.0,pose_1,0.9088895916938782,0.2686335444450378,-0.0792283192276954,0.003843101158708955,0.678,178.7918811936091
10.0,pose_2,0.9106281399726868,0.2679512798786163,-0.0792362838983535,0.030706034524721627,0.678,79.82020169241441
10.0,pose_3,0.9124519228935242,0.267191618680954,-0.0792368650436401,0.03091145463374449,0.678,83.30466650343205
10.0,pose_4,0.9071475267410278,0.2686796486377716,-0.0487368516623973,0.0017158575934134478,0.678,173.96001828303164
10.0,pose_5,0.9076083302497864,0.2680385708808899,-0.0487189963459968,0.07439100800130037,0.678,101.08130814225073
10.0,pose_6,0.9081344604492188,0.2672772109508514,-0.0487942770123481,0.0644120622642795,0.678,11.248454863520314
10.0,pose_7,0.9256317019462584,0.2691025137901306,-0.1208858042955398,0.055695268766841693,0.678,17.83069250193735
10.0,pose_8,0.919745922088623,0.2692350745201111,0.0145322931930422,0.05619143526905675,0.678,19.11737104901486
10.0,pose_9,0.9105652570724488,0.294109433889389,-0.0734556540846824,0.12663548129283164,0.678,16.99540689501813
10.0,pose_10,0.9077551960945128,0.2945447862148285,-0.0341823697090148,0.15127993961838118,0.678,18.18511590467042
10.0,pose_11,0.9490377306938172,0.329988569021225,-0.1886472404003143,0.10280886680343826,0.678,15.350534085470294
10.0,pose_12,0.932193160057068,0.3376572430133819,0.1087502092123031,0.10262612660840412,0.678,14.325027697193033
10.0,pose_13,0.9580948948860168,0.4221524000167846,-0.2332954108715057,0.08657217819337718,0.678,12.34936626559146
10.0,pose_14,0.9278834462165833,0.4255197942256927,0.1616058647632599,0.09252115973685607,0.678,10.268796915371974
10.0,pose_15,0.9539738893508912,0.5086255669593811,-0.2336836755275726,0.0343318252127414,0.678,3.0663843349089213
10.0,pose_16,0.8934437036514282,0.4858492314815521,0.1004958972334861,0.016965018089258224,0.678,2.6331844980491463
10.0,pose_17,0.9564955830574036,0.5300683975219727,-0.2603767514228821,0.009084482432764555,0.678,1.414463889904846
10.0,pose_18,0.885506808757782,0.5008084774017334,0.0994768291711807,0.03336720515881996,0.678,2.4751047983795584
10.0,pose_19,0.947514832019806,0.5300063490867615,-0.2617442607879638,0.030258841421485064,0.678,1.1269833323868388
10.0,pose_20,0.8763937950134277,0.5008929967880249,0.0673782899975776,0.018502487096791344,0.678,1.7167272443812904
10.0,pose_21,0.9445069432258606,0.522324800491333,-0.232631653547287,0.13936820287796273,0.678,5.207594294588309
10.0,pose_22,0.8817461729049683,0.4961429834365845,0.0844408646225929,0.05021496709695529,0.678,15.381945748200096
10.0,pose_23,0.934359848499298,0.5111090540885925,-0.0940865725278854,0.12207029656752894,0.678,34.61612880745827
10.0,pose_24,0.92972069978714,0.5073735117912292,0.0941291525959968,0.12107507241965904,0.678,33.45985219957049
10.0,pose_25,0.8911344408988953,0.6244609355926514,-0.0805192440748214,0.14054109846236626,0.678,40.920603128097675
10.0,pose_26,0.92241108417511,0.6246964335441589,0.1231304407119751,0.12920671970418482,0.678,37.31344834734677
10.0,pose_27,0.9037599563598632,0.7521392107009888,-0.0231550149619579,0.01873395432203461,0.678,5.178221079518003
10.0,pose_28,0.9380062222480774,0.7392097115516663,0.1809048056602478,0.0219347141367464,0.678,6.082568859764114
10.0,pose_29,0.9134076237678528,0.7680678963661194,-0.0211152769625186,0.07887506506742267,0.678,8.812394062450432
10.0,pose_30,0.945570170879364,0.7596719861030579,0.1831881552934646,0.06128183626905925,0.678,7.836836358112482
10.0,pose_31,0.8613443374633789,0.7741556763648987,-0.0800527781248092,0.4928561709517763,0.678,69.54429821030517
10.0,pose_32,0.900530993938446,0.76714688539505,0.1423095315694809,0.5450816229824919,0.678,150.60307335806397
11.0,pose_0,0.8914681673049927,0.2827419936656952,-0.0574175715446472,0.024903392904198234,0.678,115.80063561900123
11.0,pose_1,0.8964004516601562,0.2673396468162536,-0.0751522779464721,0.004073776187936252,0.678,179.06691878007828
11.0,pose_2,0.8981847763061523,0.2665986716747284,-0.0751505717635154,0.03022358433840347,0.678,78.53637724481462
11.0,pose_3,0.900175929069519,0.2658094763755798,-0.075151190161705,0.03051683405330136,0.678,83.47875262911754
11.0,pose_4,0.8944085240364075,0.267727255821228,-0.0451850704848766,0.001314543710068818,0.678,170.78263310838128
11.0,pose_5,0.8947006464004517,0.2672386467456817,-0.045163594186306,0.07022502512457021,0.678,102.67546768078154
11.0,pose_6,0.8951261639595032,0.2666274607181549,-0.0452439673244953,0.06554769456858626,0.678,11.696264388362534
11.0,pose_7,0.9122044444084167,0.2686086595058441,-0.1131584048271179,0.052858226005851494,0.678,17.490375550822296
11.0,pose_8,0.9062986373901368,0.2689617872238159,0.019302349537611,0.0567747681047861,0.678,19.459228287076133
11.0,pose_9,0.8979045748710632,0.2934006154537201,-0.0687189549207687,0.12072320981229988,0.678,17.136270633229504
11.0,pose_10,0.8943797945976257,0.2940051853656769,-0.0302369650453329,0.15454002870560246,0.678,18.884871945865516
11.0,pose_11,0.9350627660751344,0.3292215764522552,-0.177852913737297,0.10166901866702993,0.678,15.938093684415179
11.0,pose_12,0.9165140986442566,0.3388132452964782,0.1159989088773727,0.0965480759223702,0.678,14.371746966186622
11.0,pose_13,0.947776973247528,0.4221107363700866,-0.2171790152788162,0.08398266100958855,0.678,12.32829751787222
11.0,pose_14,0.9079634547233582,0.4246124923229217,0.1594374477863311,0.09352161248950275,0.678,11.126847996413165
11.0,pose_15,0.9560753703117372,0.5055559277534485,-0.2217750996351242,0.03486852790583287,0.678,3.331429080864426
11.0,pose_16,0.8662327527999878,0.4781095087528229,0.0950720086693763,0.01813103255257397,0.678,2.892951908089934
11.0,pose_17,0.960933804512024,0.5285345911979675,-0.2475470006465912,0.012292793469422622,0.678,1.6405586934628469
11.0,pose_18,0.85572749376297,0.4928509891033172,0.0940411686897277,0.03161256844881934,0.678,2.066891903969781
11.0,pose_19,0.9528085589408876,0.5292780995368958,-0.2567415833473205,0.03447984600926325,0.678,1.5392126983942647
11.0,pose_20,0.8524383306503296,0.4920222163200378,0.0626111030578613,0.01778308883859165,0.678,1.820463873502695
11.0,pose_21,0.949632465839386,0.5214066505432129,-0.2233228385448455,0.13262214491302488,0.678,3.6444175683694002
11.0,pose_22,0.8569605946540833,0.487526923418045,0.0792116969823837,0.06935083724750872,0.678,21.315109251300807
11.0,pose_23,0.9223821759223938,0.5086988806724548,-0.0941540822386741,0.12747092100170307,0.678,33.15010721848671
